BibTeX_Key,Reference_Number,Authors,Title,Year,Bibliographic_Details,DOI,DOI_URL,Traceability_Group,Group_Label,Traceability_Cluster,Cluster_Label
r1,1,M. Chen and K. Zhu and B. Lü and D. Li and Q. Yuan and Y. Zhu,AECR: Automatic attack technique intelligence extraction based on fine-tuned large language model,2025,"Computers and Security, vol. 150",10.1016/j.cose.2024.104213,https://doi.org/10.1016/j.cose.2024.104213,G4,Representation and semantics,S3,TTP-oriented and attack-chain-oriented representations
r2,2,M. Akbari Gurabi and Ö. Sen and N. null and A. Ulbig and S. Decker,Enhancing Cyber Threat Intelligence Sharing through Data Spaces in Critical Infrastructures,2025,"Institute of Electrical and Electronics Engineers Inc., pp. 83 - 90",10.1109/CSR64739.2025.11130001,https://doi.org/10.1109/CSR64739.2025.11130001,G2,Technical artifacts,T2,Operational sharing and dissemination
r3,3,S. Pandey and H. Azath and R. U. Rahman and S. H. Lamkuche,"Privacy-Preserving Model for Cyber Threat Intelligence, Sharing Across Multi-Organizational Platforms",2025,"Institute of Electrical and Electronics Engineers Inc., pp. 437 - 442",10.1109/CSNT64827.2025.10968450,https://doi.org/10.1109/CSNT64827.2025.10968450,G1,Conceptual artifacts,C2,"Trust, auditability, accountability, and privacy"
r4,4,K. Dunnett and S. Pal and Z. Jadidi and V. Dedeoglu and R. Jurdak,Priv-Share: A privacy-preserving framework for differential and trustless delegation of cyber threat intelligence using blockchain,2024,"Computer Networks, vol. 252",10.1016/j.comnet.2024.110686,https://doi.org/10.1016/j.comnet.2024.110686,G2,Technical artifacts,T1,TIPs and end-to-end integrated suites
r5,5,G. Hatzivasilis and E. Lakka and M. Athanatos and S. Ioannidis and G. Kalogiannis and M. Chatzimpyrros and others,Swarm-intelligence for the modern ICT ecosystems,2024,"International Journal of Information Security, vol. 23, pp. 2951 - 2975",10.1007/s10207-024-00869-1,https://doi.org/10.1007/s10207-024-00869-1,G2,Technical artifacts,T1,TIPs and end-to-end integrated suites
r6,6,A. Venčkauskas and J. Toldinas and N. Morkevičius and F. Sanfilippo,An Email Cyber Threat Intelligence Method Using Domain Ontology and Machine Learning,2024,"Electronics (Switzerland), vol. 13",10.3390/electronics13142716,https://doi.org/10.3390/electronics13142716,G4,Representation and semantics,S4,Sectoral or contextualized taxonomies and ontologies
r7,7,O. Sorokoletova and E. Antonioni and G. Colo,Towards a scalable AI-driven framework for data-independent Cyber Threat Intelligence Information Extraction,2024,"Institute of Electrical and Electronics Engineers Inc., pp. 398 - 406",10.1109/FLLM63129.2024.10852465,https://doi.org/10.1109/FLLM63129.2024.10852465,G3,Interoperability,I1,Standardized CTI models and formats
r8,8,H. Wang and A. Iacovazzi and S. Kim and S. Raza,CLEVER: Crafting Intelligent MISP for Cyber Threat Intelligence,2024,IEEE Computer Society,10.1109/LCN60385.2024.10639749,https://doi.org/10.1109/LCN60385.2024.10639749,G2,Technical artifacts,T3,Ingestion and normalization
r9,9,I. Chalkias and C. Yucel and D. Mallis and J. Rajamäki and F. de Vecchis and P. Hagstrom and others,An Empirical Evaluation of Cyber Threat Intelligence Sharing in the ECHO Early Warning System,2024,"Communications in Computer and Information Science, vol. 1790, pp. 23 - 40",10.1007/978-3-031-44440-1_3,https://doi.org/10.1007/978-3-031-44440-1_3,G3,Interoperability,I4,Ecosystem-oriented interoperability
r10,10,V. Jesus and B. Bains and V. I. Chang,"Sharing Is Caring: Hurdles and Prospects of Open, Crowd-Sourced Cyber Threat Intelligence",2024,"IEEE Transactions on Engineering Management, vol. 71, pp. 6854 - 6873",10.1109/TEM.2023.3279274,https://doi.org/10.1109/TEM.2023.3279274,G2,Technical artifacts,T6,Operational consumption and integration
r11,11,M. Sarhan and S. Layeghy and N. Moustafa and M. Portmann,Cyber Threat Intelligence Sharing Scheme Based on Federated Learning for Network Intrusion Detection,2023,"Journal of Network and Systems Management, vol. 31",10.1007/s10922-022-09691-3,https://doi.org/10.1007/s10922-022-09691-3,G2,Technical artifacts,T5,"Enrichment, correlation, and analysis"
r12,12,A. K. Daou and F. Li and S. N. Shiaeles,A Cost-Efficient Threat Intelligence Platform Powered by Crowdsourced OSINT,2023,"Institute of Electrical and Electronics Engineers Inc., pp. 48 - 53",10.1109/CSR57506.2023.10225008,https://doi.org/10.1109/CSR57506.2023.10225008,G2,Technical artifacts,T1,TIPs and end-to-end integrated suites
r13,13,F. Settanni and L. Regano and C. Basile and A. Lioy,A Model for Automated Cybersecurity Threat Remediation and Sharing,2023,"Institute of Electrical and Electronics Engineers Inc., pp. 492 - 497",10.1109/NetSoft57336.2023.10175486,https://doi.org/10.1109/NetSoft57336.2023.10175486,G2,Technical artifacts,T1,TIPs and end-to-end integrated suites
r14,14,M. Guarascio and N. Cassavia and F. S. Pisani and G. Manco,Boosting Cyber-Threat Intelligence via Collaborative Intrusion Detection,2022,"Future Generation Computer Systems, vol. 135, pp. 30 - 43",10.1016/j.future.2022.04.028,https://doi.org/10.1016/j.future.2022.04.028,G2,Technical artifacts,T4,"Curation, quality, and operational-data governance"
r15,15,H. Fereidooni and A. Dmitrienko and P. Rieger and M. Miettinen and A. R. Sadeghi and F. Madlener,FedCRI: Federated Mobile Cyber-Risk Intelligence,2022,The Internet Society,10.14722/ndss.2022.23153,https://doi.org/10.14722/ndss.2022.23153,G1,Conceptual artifacts,C2,"Trust, auditability, accountability, and privacy"
r16,16,K. Nguyen and S. Pal and Z. Jadidi and A. Dorri and R. Jurdak,A Blockchain-Enabled Incentivized Framework for Cyber Threat Intelligence Sharing in ICS,2022,"Institute of Electrical and Electronics Engineers Inc., pp. 261 - 266",10.1109/PerComWorkshops53856.2022.9767226,https://doi.org/10.1109/PerComWorkshops53856.2022.9767226,G2,Technical artifacts,T7,Technical protection controls in sharing
r17,17,B. Stojkovski and G. Lenzini and V. Koenig and S. Rivas,What's in a Cyber Threat Intelligence sharing platform?,2021,"ACM International Conference Proceeding Series, pp. 385 - 398",10.1145/3485832.3488030,https://doi.org/10.1145/3485832.3488030,G2,Technical artifacts,T1,TIPs and end-to-end integrated suites
r18,18,E. Bandara and X. Liang and P. B. Foytik and S. S. Shetty,"Blockchain and Self-Sovereign Identity Empowered Cyber Threat Information Sharing Platform,",2021,"Institute of Electrical and Electronics Engineers Inc., pp. 258 - 263",10.1109/SMARTCOMP52413.2021.00057,https://doi.org/10.1109/SMARTCOMP52413.2021.00057,G2,Technical artifacts,T4,"Curation, quality, and operational-data governance"
r19,19,B. Stojkovski and G. Lenzini,A workflow and toolchain proposal for analyzing users' perceptions in cyber threat intelligence sharing platforms,2021,"Institute of Electrical and Electronics Engineers Inc., pp. 324 - 330",10.1109/CSR51186.2021.9527903,https://doi.org/10.1109/CSR51186.2021.9527903,G2,Technical artifacts,T1,TIPs and end-to-end integrated suites
r20,20,D. Preuveneers and W. Joosen,Sharing Machine Learning Models as Indicators of Compromise for Cyber Threat Intelligence,2021,"Journal of Cybersecurity and Privacy, vol. 1, pp. 140 - 163",10.3390/jcp1010008,https://doi.org/10.3390/jcp1010008,G4,Representation and semantics,S4,Sectoral or contextualized taxonomies and ontologies
r21,21,K. Oosthoek and C. Doerr,Inside the Matrix: CTI Frameworks as Partial Abstractions of Complex Threats,2021,"Institute of Electrical and Electronics Engineers Inc., pp. 2136 - 2143",10.1109/BigData52589.2021.9671425,https://doi.org/10.1109/BigData52589.2021.9671425,G2,Technical artifacts,T5,"Enrichment, correlation, and analysis"
r22,22,O. C. Briliyant and N. P. Tirsa and M. A. Hasditama,Towards an Automated Dissemination Process of Cyber Threat Intelligence Data using STIX,2021,"Institute of Electrical and Electronics Engineers Inc., pp. 109 - 114",10.1109/IWBIS53353.2021.9631850,https://doi.org/10.1109/IWBIS53353.2021.9631850,G2,Technical artifacts,T1,TIPs and end-to-end integrated suites
r23,23,A. Yasmeen and K. K. Ullah and A. Muhammad,HDA-TIP: A Framework for Heterogeneous Data Aggregation for Threat Intelligence Platform - 2023 17th International Conference on Ubiquitous Information Management and Communication (IMCOM),2023,pp. 1-7,10.1109/IMCOM56909.2023.10035604,https://doi.org/10.1109/IMCOM56909.2023.10035604,G2,Technical artifacts,T4,"Curation, quality, and operational-data governance"
r24,24,E. Bandara and S. Shetty and R. Mukkamala and A. Rahaman and X. Liang,"LUUNU — Blockchain, MISP, Model Cards and Federated Learning Enabled Cyber Threat Intelligence Sharing Platform - 2022 Annual Modeling and Simulation Conference (ANNSIM)",2022,pp. 235-245,10.23919/ANNSIM55834.2022.9859355,https://doi.org/10.23919/ANNSIM55834.2022.9859355,G2,Technical artifacts,T1,TIPs and end-to-end integrated suites
r25,25,S. Ye and J. Zhuang and Z. Bu,"A Comprehensive Quality Assessment Method for Cyber Threat Intelligence Sharing Platforms (Tisps) - 2025 IEEE 14th International Conference on Communications, Circuits and Systems (ICCCAS)",2025,pp. 254-259,10.1109/ICCCAS65806.2025.11102786,https://doi.org/10.1109/ICCCAS65806.2025.11102786,G2,Technical artifacts,T4,"Curation, quality, and operational-data governance"
r26,26,J. Bennaceur and W. Zouaghi and A. Mabrouk,Enhancing Cyber Threat Intelligence Through Supervised Machine Learning: A Comprehensive Classification Approach - 2023 IEEE International Conference on Enabling Technologies: Infrastructure for Collaborative Enterprises (WETICE),2023,pp. 1-8,10.1109/WETICE57085.2023.10477805,https://doi.org/10.1109/WETICE57085.2023.10477805,G1,Conceptual artifacts,C3,Operationalization of the CTI cycle and SOC/IR integration
r27,27,Y. Merah and T. Kenaza,Proactive Ontology-based Cyber Threat Intelligence Analytic - 2021 International Conference on Recent Advances in Mathematics and Informatics (ICRAMI),2021,pp. 1-7,10.1109/ICRAMI52622.2021.9585984,https://doi.org/10.1109/ICRAMI52622.2021.9585984,G4,Representation and semantics,S2,Semantic entity and relation models
r28,28,Y.-D. Lin and Y.-H. Lu and R.-H. Hwang and Y.-C. Lai and D. Sudyana and W.-B. Lee,Evolving ML-Based Intrusion Detection: Cyber Threat Intelligence for Dynamic Model Updates,2025,"IEEE Transactions on Machine Learning in Communications and Networking, vol. 3, pp. 605-622",10.1109/TMLCN.2025.3564587,https://doi.org/10.1109/TMLCN.2025.3564587,G1,Conceptual artifacts,C3,Operationalization of the CTI cycle and SOC/IR integration
r29,29,N. Rastogi and S. Dutta and A. Gittens and M. J. Zaki and C. Aggarwal,"TINKER: A framework for Open source Cyberthreat Intelligence - 2022 IEEE International Conference on Trust, Security and Privacy in Computing and Communications (TrustCom)",2022,pp. 1569-1574,10.1109/TrustCom56396.2022.00225,https://doi.org/10.1109/TrustCom56396.2022.00225,G2,Technical artifacts,T2,Operational sharing and dissemination
r30,30,B. Bjurling and S. Raza,Cyber Threat Intelligence meets the Analytic Tradecraft,2024,"ACM Trans. Priv. Secur., vol. 28",10.1145/3701299,https://doi.org/10.1145/3701299,G2,Technical artifacts,T5,"Enrichment, correlation, and analysis"
r31,31,S. Freitas and A. Gharib,Web Scale Graph Mining for Cyber Threat Intelligence - Proceedings of the 31st ACM SIGKDD Conference on Knowledge Discovery and Data Mining V.2,2025,"Association for Computing Machinery, pp. 4447--4456",10.1145/3711896.3737274,https://doi.org/10.1145/3711896.3737274,G2,Technical artifacts,T5,"Enrichment, correlation, and analysis"
r32,32,K. Satvat and R. Gjomemo and V. Venkatakrishnan,TIPCE: A Longitudinal Threat Intelligence Platform Comprehensiveness Analysis - Proceedings of the Fourteenth ACM Conference on Data and Application Security and Privacy,2024,"Association for Computing Machinery, pp. 349--360",10.1145/3626232.3653278,https://doi.org/10.1145/3626232.3653278,G2,Technical artifacts,T4,"Curation, quality, and operational-data governance"
r33,33,H.-W. Lee,Malware Attack Indicators of Compromise Generation and Sharing Mechanism for Cyber Threat Intelligence - Proceedings of the 2024 13th International Conference on Software and Computer Applications,2024,"Association for Computing Machinery, pp. 90--96",10.1145/3651781.3651795,https://doi.org/10.1145/3651781.3651795,G4,Representation and semantics,S3,TTP-oriented and attack-chain-oriented representations
r34,34,V. Venkatakrishnan,Real-time Analytics for APT Detection and Threat Hunting Using Cyber-threat Intelligence and Provenance Graphs - Proceedings of the 10th ACM International Workshop on Security and Privacy Analytics,2025,"Association for Computing Machinery, pp. 1",10.1145/3716815.3729016,https://doi.org/10.1145/3716815.3729016,G2,Technical artifacts,T6,Operational consumption and integration
r35,35,S. El Jaouhari and Y. Etiabi,FedCTI: Federated Learning and Cyber Threat Intelligence on the Edge for secure IoT Networks - Proceedings of the 13th International Conference on the Internet of Things,2024,"Association for Computing Machinery, pp. 98--104",10.1145/3627050.3627064,https://doi.org/10.1145/3627050.3627064,G2,Technical artifacts,T5,"Enrichment, correlation, and analysis"
r36,36,H.-W. Lee,Analysis of Digital Forensic Artifacts Data Enrichment Mechanism for Cyber Threat Intelligence - Proceedings of the 2023 12th International Conference on Software and Computer Applications,2023,"Association for Computing Machinery, pp. 192--199",10.1145/3587828.3587857,https://doi.org/10.1145/3587828.3587857,G2,Technical artifacts,T5,"Enrichment, correlation, and analysis"
r37,37,J. Heo and Y. E. Gebremariam and H. Park and B. Kim and I. You,Study on Hybrid Cloud-based Cyber Threat Intelligence Sharing Model Requirements Analysis - Proceedings of the 2020 ACM International Conference on Intelligent Computing and Its Emerging Applications,2021,Association for Computing Machinery,10.1145/3440943.3444737,https://doi.org/10.1145/3440943.3444737,G1,Conceptual artifacts,C1,Governance and ecosystem coordination
r38,38,Bromander and others,Investigating Sharing of Cyber Threat Intelligence and Proposing A New Data Model for Enabling Automation in Knowledge Representation and Exchange,2021,"Digital Threats, vol. 3",10.1145/3458027,https://doi.org/10.1145/3458027,G4,Representation and semantics,S2,Semantic entity and relation models
r39,39,P. Gao and X. Liu and E. Choi and S. Ma and X. Yang and D. Song,ThreatKG: An AI-Powered System for Automated Open-Source Cyber Threat Intelligence Gathering and Management - Proceedings of the 1st ACM Workshop on Large AI Systems and Models with Privacy and Safety Analysis,2024,"Association for Computing Machinery, pp. 1--12",10.1145/3689217.3690613,https://doi.org/10.1145/3689217.3690613,G2,Technical artifacts,T2,Operational sharing and dissemination
r40,40,M. Pahlevan and A. Voulkidis and T.-H. Velivassaki,"Secure exchange of cyber threat intelligence using TAXII and distributed ledger technologies - application for electrical power and energy system - Proceedings of the 16th International Conference on Availability, Reliability and Security",2021,Association for Computing Machinery,10.1145/3465481.3470476,https://doi.org/10.1145/3465481.3470476,G3,Interoperability,I2,Protocols and transport mechanisms
r41,41,C. Sauerwein and D. Fischer and M. Rubsamen and G. Rosenberger and D. Stelzer and R. Breu,"From Threat Data to Actionable Intelligence: An Exploratory Analysis of the Intelligence Cycle Implementation in Cyber Threat Intelligence Sharing Platforms - Proceedings of the 16th International Conference on Availability, Reliability and Security",2021,Association for Computing Machinery,10.1145/3465481.3470048,https://doi.org/10.1145/3465481.3470048,G1,Conceptual artifacts,C3,Operationalization of the CTI cycle and SOC/IR integration
r42,42,F. Marchiori and M. Conti and N. V. Verde,"STIXnet: A Novel and Modular Solution for Extracting All STIX Objects in CTI Reports - Proceedings of the 18th International Conference on Availability, Reliability and Security",2023,Association for Computing Machinery,10.1145/3600160.3600182,https://doi.org/10.1145/3600160.3600182,G3,Interoperability,I1,Standardized CTI models and formats
r43,43,T. Paladini and L. Ferro and M. Polino and S. Zanero and M. Carminati,"You Might Have Known It Earlier: Analyzing the Role of Underground Forums in Threat Intelligence - Proceedings of the 27th International Symposium on Research in Attacks, Intrusions and Defenses",2024,"Association for Computing Machinery, pp. 368--383",10.1145/3678890.3678930,https://doi.org/10.1145/3678890.3678930,G2,Technical artifacts,T5,"Enrichment, correlation, and analysis"
r44,44,W. Gan and B. Liu,Research on the Framework of Network Security Threat Intelligence Crawler - Proceedings of the 2025 International Conference on Software Engineering and Computer Applications,2025,"Association for Computing Machinery, pp. 88--92",10.1145/3747912.3747926,https://doi.org/10.1145/3747912.3747926,G1,Conceptual artifacts,C3,Operationalization of the CTI cycle and SOC/IR integration
r45,45,M. T. Alam and D. Bhusal and Y. Park and N. Rastogi,"Looking Beyond IoCs: Automatically Extracting Attack Patterns from External CTI - Proceedings of the 26th International Symposium on Research in Attacks, Intrusions and Defenses",2023,"Association for Computing Machinery, pp. 92--108",10.1145/3607199.3607208,https://doi.org/10.1145/3607199.3607208,G4,Representation and semantics,S3,TTP-oriented and attack-chain-oriented representations
r46,46,W. Ou and S. Ding and M. Zulkernine and L. T. Li and S. Labrosse,VeriBin: A Malware Authorship Verification Approach for APT Tracking through Explainable and Functionality-Debiasing Adversarial Representation Learning,2024,"ACM Trans. Priv. Secur., vol. 27",10.1145/3669901,https://doi.org/10.1145/3669901,G2,Technical artifacts,T5,"Enrichment, correlation, and analysis"
r47,47,H. Nakano and D. Chiba and T. Koide and N. Fukushi and T. Yagi and T. Hariu and others,"Canary in Twitter Mine: Collecting Phishing Reports from Experts and Non-experts - Proceedings of the 18th International Conference on Availability, Reliability and Security",2023,Association for Computing Machinery,10.1145/3600160.3600163,https://doi.org/10.1145/3600160.3600163,G2,Technical artifacts,T3,Ingestion and normalization
r48,48,N. Rani and B. Saha and V. Maurya and S. K. Shukla,TTPXHunter: Actionable Threat Intelligence Extraction as TTPs from Finished Cyber Threat Reports,2024,"Digital Threats, vol. 5",10.1145/3696427,https://doi.org/10.1145/3696427,G2,Technical artifacts,T5,"Enrichment, correlation, and analysis"
r49,49,M. Kern and F. Skopik and M. Landauer and E. Weippl,Strategic selection of data sources for cyber attack detection in enterprise networks: a survey and approach - Proceedings of the 37th ACM/SIGAPP Symposium on Applied Computing,2022,"Association for Computing Machinery, pp. 1656--1665",10.1145/3477314.3507022,https://doi.org/10.1145/3477314.3507022,G4,Representation and semantics,S3,TTP-oriented and attack-chain-oriented representations
r50,50,M. Akbari Gurabi and L. Nitz and A. Bregar and J. Popanda and C. Siemers and R. Matzutt and others,"Requirements for Playbook-Assisted Cyber Incident Response, Reporting and Automation",2024,"Digital Threats, vol. 5",10.1145/3688810,https://doi.org/10.1145/3688810,G1,Conceptual artifacts,C3,Operationalization of the CTI cycle and SOC/IR integration
r51,51,F. Dong and S. Li and P. Jiang and D. Li and H. Wang and L. Huang and others,Are we there yet? An Industrial Viewpoint on Provenance-based Endpoint Detection and Response Tools - Proceedings of the 2023 ACM SIGSAC Conference on Computer and Communications Security,2023,"Association for Computing Machinery, pp. 2396--2410",10.1145/3576915.3616580,https://doi.org/10.1145/3576915.3616580,G2,Technical artifacts,T1,TIPs and end-to-end integrated suites
r52,52,S. H. A. Kazmi and R. Hassan and F. Qamar and K. Nisar and M. A. Al-Betar,Federated Conditional Variational Auto Encoders for Cyber Threat Intelligence: Tackling Non-IID Data in SDN Environments,2025,"IEEE ACCESS, vol. 13, pp. 26273-26288",10.1109/ACCESS.2025.3529894,https://doi.org/10.1109/ACCESS.2025.3529894,G1,Conceptual artifacts,C2,"Trust, auditability, accountability, and privacy"
r53,53,D. R. Arikkat and P. Vinod and K. A. R. Rehiman and C. A. Visaggio and A. Di Sorbo and M. Conti,Discerning reliable cyber threat indicators for timely Cyber Threat Intelligence,2025,"JOURNAL OF COMPUTER VIROLOGY AND HACKING TECHNIQUES, vol. 21",10.1007/s11416-025-00561-5,https://doi.org/10.1007/s11416-025-00561-5,G4,Representation and semantics,S1,Taxonomies for terminological standardization and classification
r54,54,E. Irshad and A. B. Siddiqui,Cyber threat attribution using unstructured reports in cyber threat intelligence,2023,"Egyptian Informatics Journal, vol. 24, pp. 43-59",\url{https://doi.org/10.1016/j.eij.2022.11.001.},https://doi.org/\url{https://doi.org/10.1016/j.eij.2022.11.001.},G2,Technical artifacts,T5,"Enrichment, correlation, and analysis"
r55,55,F. Sufi,A global cyber-threat intelligence system with artificial intelligence and convolutional neural network,2023,"Decision Analytics Journal, vol. 9, pp. 100364",\url{https://doi.org/10.1016/j.dajour.2023.100364.},https://doi.org/\url{https://doi.org/10.1016/j.dajour.2023.100364.},G2,Technical artifacts,T1,TIPs and end-to-end integrated suites
r56,56,M. Alshehri,Generic Attribute Scoring for Information Decay in Threat Information Sharing Platform,2020,"Computers, Materials and Continua, vol. 67, pp. 917-931",\url{https://doi.org/10.32604/cmc.2021.014848.},https://doi.org/\url{https://doi.org/10.32604/cmc.2021.014848.},G2,Technical artifacts,T2,Operational sharing and dissemination
r57,57,C. Ma and Z. Jiang and K. Zhang and Z. Ling and J. Jiang and Y. You and others,TIMFuser: A multi-granular fusion framework for cyber threat intelligence,2025,"Computers & Security, vol. 148, pp. 104141",\url{https://doi.org/10.1016/j.cose.2024.104141.},https://doi.org/\url{https://doi.org/10.1016/j.cose.2024.104141.},G4,Representation and semantics,S3,TTP-oriented and attack-chain-oriented representations
r58,58,P.-C. Lin and W.-H. Hsu and Y.-D. Lin and R.-H. Hwang and H.-K. Wu and Y.-C. Lai and others,Correlation of cyber threat intelligence with sightings for intelligence assessment and augmentation,2023,"Computer Networks, vol. 228, pp. 109736",\url{https://doi.org/10.1016/j.comnet.2023.109736.},https://doi.org/\url{https://doi.org/10.1016/j.comnet.2023.109736.},G2,Technical artifacts,T1,TIPs and end-to-end integrated suites
r59,59,C. Liu and J. Wang and X. Chen,Threat intelligence ATT&CK extraction based on the attention transformer hierarchical recurrent neural network,2022,"Applied Soft Computing, vol. 122, pp. 108826",\url{https://doi.org/10.1016/j.asoc.2022.108826.},https://doi.org/\url{https://doi.org/10.1016/j.asoc.2022.108826.},G4,Representation and semantics,S3,TTP-oriented and attack-chain-oriented representations
r60,60,Y. Wang and R. Nayak and M. A. Bashar and M. Chandramohan,Latent space refinement for unsupervised cyber threat text classification,2025,"Knowledge-Based Systems, vol. 329, pp. 114399",\url{https://doi.org/10.1016/j.knosys.2025.114399.},https://doi.org/\url{https://doi.org/10.1016/j.knosys.2025.114399.},G4,Representation and semantics,S1,Taxonomies for terminological standardization and classification
r61,61,S. K. Addison and M. Tahir and J. Isoaho,Experimental Implementation of a Low Cost Real-Time Threat Intelligence Solution for Smart Home Security,2025,"Procedia Computer Science, vol. 257, pp. 575-582",\url{https://doi.org/10.1016/j.procs.2025.03.074.},https://doi.org/\url{https://doi.org/10.1016/j.procs.2025.03.074.},G2,Technical artifacts,T2,Operational sharing and dissemination
r62,62,D. Preuveneers and W. Joosen,Privacy-preserving correlation of cross-organizational cyber threat intelligence with private graph intersections,2023,"Computers & Security, vol. 135, pp. 103505",\url{https://doi.org/10.1016/j.cose.2023.103505.},https://doi.org/\url{https://doi.org/10.1016/j.cose.2023.103505.},G2,Technical artifacts,T2,Operational sharing and dissemination
r63,63,M. Repetto,"Adaptive monitoring, detection, and response for agile digital service chains",2023,"Computers & Security, vol. 132, pp. 103343",\url{https://doi.org/10.1016/j.cose.2023.103343.},https://doi.org/\url{https://doi.org/10.1016/j.cose.2023.103343.},G2,Technical artifacts,T1,TIPs and end-to-end integrated suites
r64,64,W. Ge and J. Wang and T. Lin and B. Tang and X. Li,Explainable cyber threat behavior identification based on self-adversarial topic generation,2023,"Computers & Security, vol. 132, pp. 103369",\url{https://doi.org/10.1016/j.cose.2023.103369.},https://doi.org/\url{https://doi.org/10.1016/j.cose.2023.103369.},G4,Representation and semantics,S3,TTP-oriented and attack-chain-oriented representations
r65,65,G. González-Granadillo and M. Faiella and I. Medeiros and R. Azevedo and S. González-Zarzosa,"ETIP: An Enriched Threat Intelligence Platform for improving OSINT correlation, analysis, visualization and sharing capabilities",2021,"Journal of Information Security and Applications, vol. 58, pp. 102715",\url{https://doi.org/10.1016/j.jisa.2020.102715.},https://doi.org/\url{https://doi.org/10.1016/j.jisa.2020.102715.},G2,Technical artifacts,T4,"Curation, quality, and operational-data governance"
r66,66,P. Balasubramanian and S. Nazari and D. K. Kholgh and A. Mahmoodi and J. Seby and P. Kostakos,A cognitive platform for collecting cyber threat intelligence and real-time detection using cloud computing,2025,"Decision Analytics Journal, vol. 14, pp. 100545",\url{https://doi.org/10.1016/j.dajour.2025.100545.},https://doi.org/\url{https://doi.org/10.1016/j.dajour.2025.100545.},G2,Technical artifacts,T1,TIPs and end-to-end integrated suites
r67,67,S. Zhang and X. Su and P. Shi and T. Du and Y. Han,Threat Modeling and Application Research Based on Multi-Source Attack and Defense Knowledge,2023,"Computers, Materials and Continua, vol. 77, pp. 349-377",\url{https://doi.org/10.32604/cmc.2023.040964.},https://doi.org/\url{https://doi.org/10.32604/cmc.2023.040964.},G4,Representation and semantics,S3,TTP-oriented and attack-chain-oriented representations
r68,68,M. Allegretta and G. Siracusano and R. González and M. Gramaglia and J. Caballero,Web of shadows: Investigating malware abuse of internet services,2025,"Computers & Security, vol. 149, pp. 104182",\url{https://doi.org/10.1016/j.cose.2024.104182.},https://doi.org/\url{https://doi.org/10.1016/j.cose.2024.104182.},G2,Technical artifacts,T6,Operational consumption and integration
r69,69,A. E. Torres and F. Torres and A. T. Budgud,Cyber Threat Intelligence Methodologies: Hunting Cyber Threats with Threat Intelligence Platforms and Deception Techniques - 2nd EAI International Conference on Smart Technology,2022,"Springer International Publishing, pp. 15--37",10.1007/978-3-031-07670-1_2,https://doi.org/10.1007/978-3-031-07670-1_2,G4,Representation and semantics,S3,TTP-oriented and attack-chain-oriented representations
r70,70,J. Lyu and A. Song and E. Seo and G. Kim,An exploratory analysis of the DPRK cyber threat landscape using publicly available reports,2025,"International Journal of Information Security, vol. 24",10.1007/s10207-025-00980-x,https://doi.org/10.1007/s10207-025-00980-x,G4,Representation and semantics,S4,Sectoral or contextualized taxonomies and ontologies
r71,71,S. El Haddouti and W. Lazraq,TinyML strategies for privacy-preserving and cyber threat multi-classification in edge-IoT networks,2025,"Computing, vol. 107",10.1007/s00607-025-01522-y,https://doi.org/10.1007/s00607-025-01522-y,G2,Technical artifacts,T1,TIPs and end-to-end integrated suites
r72,72,L. Chase and A. Mohasseb and B. Aziz,The LeWiS Method: Target Variable Estimation Using Cyber Security Intelligence,2024,"SN Computer Science, vol. 5",10.1007/s42979-024-02744-1,https://doi.org/10.1007/s42979-024-02744-1,G4,Representation and semantics,S2,Semantic entity and relation models
r73,73,P. Huff and Q. Li,A Distributed Ledger for Non-attributable Cyber Threat Intelligence Exchange - Security and Privacy in Communication Networks,2021,"Springer International Publishing, pp. 164--184",10.1007/978-3-030-90019-9_9,https://doi.org/10.1007/978-3-030-90019-9_9,G2,Technical artifacts,T3,Ingestion and normalization
r74,74,M. Repetto and D. Striccoli and G. Piro and A. Carrega and G. Boggia and R. Bolla,An Autonomous Cybersecurity Framework for Next-generation Digital Service Chains,2021,"Journal of Network and Systems Management, vol. 29",10.1007/s10922-021-09607-7,https://doi.org/10.1007/s10922-021-09607-7,G1,Conceptual artifacts,C3,Operationalization of the CTI cycle and SOC/IR integration
r75,75,A. Yeboah-Ofori and H. Mouratidis and U. Ismai and S. Islam and S. Papastergiou,Cyber Supply Chain Threat Analysis and Prediction Using Machine Learning and Ontology - Artificial Intelligence Applications and Innovations,2021,"Springer International Publishing, pp. 518--530",10.1007/978-3-030-79150-6_41,https://doi.org/10.1007/978-3-030-79150-6_41,G4,Representation and semantics,S1,Taxonomies for terminological standardization and classification
r76,76,G. Sakellariou and N. M. Katsantonis and P. E. Fouliras,Probabilistic Measurement of CTI Quality for Large Numbers of Unstructured CTI Products,2025,"Electronics (Switzerland), vol. 14",10.3390/electronics14091826,https://doi.org/10.3390/electronics14091826,G4,Representation and semantics,S4,Sectoral or contextualized taxonomies and ontologies
r77,77,A. Peratikou and N. null and P. Smyrli and S. Stavrou,ATHENA: A Federated Architecture for Cross-Border Cybersecurity Operations and Situational Awareness,2025,"Institute of Electrical and Electronics Engineers Inc., pp. 1037 - 1042",10.1109/CSR64739.2025.11129994,https://doi.org/10.1109/CSR64739.2025.11129994,G2,Technical artifacts,T5,"Enrichment, correlation, and analysis"
